reference	predicted
مِليَارَاتٍ	مْلْيَارات
مِليِارِاتِ	مْلْيَارَات
مِليَارَانِ	مِلْيَارَان
مِليَارَيَّ	مَلْيَارِي
مِليَارَينِ	مَلْيَارِين
مِليُونٌ	مِلْيونْ
مِليُونُ	مِلْيونْ
مِليُونَ	مَلْيونْ
مِليُونِ	مِلْيونْ
مِليُونٍ	مِلْيونْ
مِليُونًا	مِلْيونا
مِليُونَا	مْلْيونَا
مِليُونَانِ	مْلْيونَان
مِليُونَيّ	مَلْيونِي
مِليُونَينِ	مَلْيونِين
وَاحِدٌ	وَاحِدْ
وَاحِدٍ	وَاحِدْ
وَاحِدًا	وَاحْدَا
وَاحِدَةٌ	وَاحْدَة
وَاحِدَةً	وَاحْدَة
وَاحِدَةٍ	وَاحْدَة
السَّلَامُ	السَلَامْ
السَّلَامُ عَلِيكُم وَرَحمَةُ اللهِ	السَّلَامْ عَلَيْكُمْ وَرْحَمَة الله
تَسمَح	تَسْمَحْ
لَو	لو
اَلله	الْلهْ
لَو تَكَرَّمت	لو تِكْرَمْتْ
اَلله	الله
أَبِي اَلله	اَبِي اِلَله
اَلله لَايهِينِك جِب	اللَه لايْهِينَكْ جِبْ
عِندِك	عَنْدَكْ
اِصبِر	اَصْبَرْ
أَبَحتِرِيك	اَبْحَتِرِيكْ
مِتَى تسَكّرُون	مْتى تَسْكُرُونْ
مِتَى تَفتِحُون	مَتى تَفْتَحُونْ
تقَدّمُون وَجبَة	تَقَدْمُونْ وَجْبَةً
تقَدّمُون وَجبَة عَشَا وغَدَا	تَقَدْمُونْ وَجْبَة عَشَا وَغْدَا
تقَدّمُون وَجبَة	تَقَدْمُونْ وَجْبَة
الصُّوت مُب	الصوْتْ مَبْ
مَا	مَا
مَا أَقدَر	مَا اَقْدَرْ
صُوتِك	صوتَكْ
يَالِيت	يَالِيتْ
يَالِيت	يَالِيتْ
يَالِيت تعِيد عَلَيَّ المَعلُومَات أللِّي	يَالِيتْ تَعِيدْ عَلِي الْمَعْلُومَاتْ الْلِي
أَبغَى أَتكَلَّم مَعَ	اَبْغَى اِتْكَلِمْ مَعْ
مِن هُو المُدِير	مِنْ هُو الْمَدِير
مَا أَدري وِش	مَا اِدْرِي وَشْ
مَا فَهَمت وِش	مَا فَهَمْتْ وَشْ
مَا فَهَمت وِش	مَا فَهَمْتْ وَشْ
مَا	مَا
مَا فَهَمت وِش	مَا فَهَمْتْ وَشْ
مَا فَهَمتِي وِشَ	مَا فَهَمْتِي وَشْ
مَا فَهَمتِي وِشَ	مَا فَهَمْتِي وَشْ
مَا	مَا
فِيه مِكَان لَلِّي ما	فِيهْ مْكَانْ لِلِي مَا
فِيه قِسِم لَلِّي ما	فِيهْ قَسْمْ لِلِي مَا
أَبِي مِكَان غِير	اَبِي مَكَانْ غِيْرْ
وِين مِكَان غِير	وِيْنْ مَكَانْ غِيْرْ
وين مِكَان	وِيْنْ مَكَان
مَعَلِيش أَنَا	مَعْلِيشْ اَنَا
أَعتِذِر أَنَا	اَعْتَذِرْ اَنَا
لَو	لوْ
شُكرًا	شَكْرَا
شُكرًا	شَكْرَا
مَا	مَا
مَا	مَا
مَا	مَا
أنَا	اَنَا
اِسمَح	اَسْمَحْ
اِسمِحِي	اَسْمَحِي
أَنَا أَعتَذِر	اَنَّا اَعْتَذِرْ
وِش أَنوَاع تَتبِيلَة	وَش اَنْوَاعْ تَتْبِيلَة
وِشَ السَّلَطَات أللِّي	وَشْ السُلْطَات الْلِي
وِشَ السَّلَطَات أللِّي	وَش السُلْطَاتْ الْلِي
لَو سَمَحت أَبِي	لو سَمْحْتْ اَبِي
أَبغَى كُوب	اِبْغَى كُوب
هَات القهَوِة	هَاتْ الْقُهوَة
جِيبَي	جِيْبِي
اَلله لَا يهِينِك أَبِي	الله لَا يَهِينَكْ اِبِي
أَبغَى بيَالَة شَاهِي	اِبْغَى بِيَالَة شَاهِي
جَهّزِي لِنَا الشَّاهِي بَعدَ	جِهْزِي لِنَا الشَاهِي بَعَدْ
الله لَا يهِينِك أَبِي الأَكِل	الله لَا يِهِينُكْ اِبْي الاَكُلْ
هَات السَّلَطَات قَبلَ	هَاتْ السُلْطَاتْ قَبَلْ
أَبغَى	اَبْغَى
أَبغَى	اَبْغَى
جِب لِنَا	جَبْ لَنَا
عَطنَا وَقت نِختَار	عَطْنَا وَقْتْ نِخْتَارْ
عَطنَا	عَطَنَا
مَا اختَرت الطَّلَب	مَا اِخْتَرْتْ الطَلْب
مَا قَرَّرت إلى	مَا قَرْرْتْ اِلَى
عَطنَا شوَيَّة وَقت	عَطْنَا شْوََيَّة وَقْتْ
يَبِي لِي شوَيَّة وَقت	يِبِي لِي شْوََيَّة وَقَتْ
وش الأكَلَات المَوجُودَة عِندِكُم	وَشْ الْاِكْلَات الْمَوْجُودَة عَنْدْكُم
وش رَايِك وِش	وَشْ رَايْكْ وَش
شُربَة خُظَار بزِيت	شَرْبَة خَظَارْ بِزِيتْ
عَسَل وجُبِن ومرَبَّى	عَسْلْ وَجْبْنْ وَمْرَبَى
حَلَوِيَّة مَع زِبدَة فُول	حَلوِيَّة مَعْ زِبْدَة فُولْ
وش تِقتِرِح لِنَا	وَشْ تِقْتَرَح لَنَا
إِيش شُوربَةَ	اَيْش شُورَبَة
إِيش طَبَقَ اليُوم	اَيْشْ طَبْقْ الْيوم
دِجَاج	دَجَاجْ
لَحَم مَعَ	لَحَمْ مَعْ
رِزّ	رز
رِزّ	رز
مشَكَّل	مَشْكَلْ
أَكلَات	اَكْلَاتْ
أَحِبَّ الأَكِل	اَحِبّ الْاَكل
صِحِّة	صَحَة
أَبغَى	اَبْغَى
عَطنَا زيَادَة	عَطْنَا زِيَادَة
وِش تَنصَحنَا	وَشْ تَنْصْحْنَا
وِش تَنصَحِينَّا	وَشْ تَنْصَحِينَا
وِش أَحسَن أَكِل	وَشْ اَحْسَنْ اَكَلْ
أَحسَن	اَحْسِنْ
هَات المُقَبِّلات ثُم بَاقِي	هَاتْ الْمُقْبِلَاتْ ثُمْ بَاقِي
عِندكُم بُوفِيه	عَنْدْكُم بُوفِيهْ
وِش يَشمَل البُوفِيه	وش يِشْمِلْ الْبُوفِيهْ
هَل كِلَّ الَأكِل حَلَال	هَلْ كُلْ الْاَكِل حَلَال
وِشَ العَصَايِر أللِّي عِندِكُم	وَش الْعَصَايِر الْلِي عَنْدْكُم
عَصِير	عَصيْرْ
فُول	فَوَّلْ
خُبز صَامُولِي وَخُبز	خَبْز صَامُولِي وَخَبْزْ
أَربَع خُبزَات	اَرْبَعْ خَبْزَاتْ
فُول	فَوَّلْ
عَصِير	عَصيْرْ
عَصِير فَوَاكِهَ	عَصِيرْ فَوَاكِه
عَصِير بُرتُقَال	عَصِيْرْ بَرْتَقَال
ثَلاث	ثَلَاث
مِلعَقِه	مَلْعَقْهُ
صَحَن	صَحْنْ
صَحَن	صَحْنْ
أَنَا	اَنَا
أَنَا	اَنَا
أَبِي	اَبِي
شُربَة	شَرَّبَة
شُربَة	شَرْبَة
شُربَة	شَرْبَة
شُربَة	شَرْبَة
الأَكِل مَا كَان	الْاَكِلْ مَا كَانْ
العَشَاء طَعمُه	الْعَشَاء طَعْمه
أحسَن أَكلِه	اَحْسَنْ اَكْله
هاذِي أَحسَن	هَاذِي اَحْسِنْ
هَالطَّلَب	هَالطَلْب
هالطَّلَب مَا جَاز	هَالطَلْب مَا جَازْ
زِين	زِيْنْ
أَزيَن مَطعَم	اَزِينْ مَطَعَمْ
رَهِيب	رَهِيبْ
أَعجَبَن المُوَظَّف الّلي	اَعَجِبْنْ الْمَوَظِفْ الْلِي
مَاهُب مُرِيح	مَاهِبْ مَرِيحْ
عَالِي صُوت	عَالِي صَوْتْ
المَطعَم مِن جُوَّا زِين	الْمَطْعَم مِنْ جُوَا زِينْ
هَالمَطعَم جَاز	هَالْمَطْعَم جَازْ
أَزعَجَتنَا رِيحَة	اَزْعَجْتْنَا رِيحَة
مَاهُب	مَاهَبْ
مَاهُب	مَاهَبْ
وِين دَورَات المِياه	وِيْنْ دَوْرَات الْمِيَاه
وِين دَورَةَ	وِيْنْ دُورَة
أَبِي دَورَةَ	اَبِي دُوْرَة
وِين أَغَسِّل	وِينْ اَغْسَلْ
أَبِي الأَكِل	اَبِي الاَكِل
مُمكِن آخِذ هذَا سَفَرِي	مُمْكِنْ اَخْذْ هَذَّا سَفْرِي
استِلِم	اَسْتَلِمْ
أَبَاخِذ البَاقِي	اَبَاخِذ الْبَاقِي
أَبِي طَاولِه	اَبِي طَاوْلْه
أَنَا	اَنَا
عِندِي حَجز	عَنْدِي حَجِّزْ
أَبِي طَاولِه لأَربَع	اِبِي طَاوْلِه لِاَرْبَعْ
أَبِي طَاولِه لثَلَاث	اَبِي طَاوِله لِثْلَاث
صَحَن	صَحْنْ
صَحَن	صَحْنْ
مِلعَقِة	مِلْعَقَة
مِلعَقِة	مِلْعَقَة
مِندِيل	مِنْدِيل
ثَلَاث	ثَلَاثْ
صَحَن كِبِير	صَحْنْ كْبِير
طَاولِه	طَاوْلِه
طَاولِه	طَاوْلْه
جِيبَي	جِيْبِي
أَبِي	ابِي
ويِن الفَاتُورِة	وِيْنْ الفَاتُورَة
وِين فَاتُورَة	وِيْنْ فَاتُورَة
لَو سَمَحت لكِل وَاحِد	لو سَمْحْتْ لكُلْ وَاحِد
الإِيصَال لَو	الْاَيْصَال لوْ
الفَاتُورِه بَه	الفَاتورَه بِه
ويِن الأَسعَار بَالتَّفصِيِل	وَينْ الْاَسْعَار بِالتَّفْصِيل
هَذَا مَا	هَذا مَا
مَاطَلبت	مَاطْلِبْتْ
خَلَّ البَاقِي	خَلْ الْبَاقِي
كَم حسَاب الغَدَاء	كُمْ حِسَاب الْغَدَاءْ
كَم الحسَاب	كُمْ الْحَسَاب
كَم حسَاب العَشَاء	كُمْ حِسَاب الْعَشَاءْ
بكَم البُوفِيهَ المَفتُوح	بِكُمْ الْبُوفِيهْ الْمَفْتُوحْ
الخِدمِه برسُوم	الْخَدْمْهْ بِرَسوم
الخَمِيس فيِه دَوام	الْخَمِيسْ فِيهْ دُوَام
يوم الجِمعِة	يومْ الْجُمْعَة
السَّلَامُ عَلِيكُم وَرَحمَةُ اللهِ	السَّلَام عَلَيْكُمْ وَرْحَمَة الله
السَّلامُ	السَلَامْ
السَّلامُ عَلِيكُم وَرَحمَةُ	السَّلَامْ عَلَيكُمْ وَرْحَمَة
مَسَّاكَ الله	مَسَاك اِلله
صَبَّحكَ الله	صَبْحَكْ الله
مَسَاء	مَسَاءْ
أَنَا	اَنَا
عِندي حَجز	عَنْدِي حَجِّزْ
حَجَزت الغُرفِةَ	حَجَزْتْ الغَرْفَة
غرفِتِي	غَرْفتِي
غرفِه	غَرْفَه
غرفِه	غَرَفْه
غرفِه	غَرْفَه
أَبي غرفِه لشَخصٍ	اِبِي غَرْفَه لِشْخَّصْ
أبِي جَنَاحٍ	اَبِي جِنَاحْ
أَدَوِّر	اَدورْ
غرفِه بِسَرِيرٍ	غَرْفِه بِسْرِير
غرفِه	غَرْفَهُ
جَنَاحٍ خَاص بدُورِتِين	جِنَاحْ خَاصْ بِدُورتِين
ثَلَاث دُورَات	ثَلَاث دَوْرَاتْ
أَربَع دُورَات	اَرْبَعْ دَوْرَاتْ
جَنَاح خَاص بمَجلِس وغِرفِه	جَنَاحْ خَاصْ بِمَجْلِسْ وَغْرَفْهْ
ثَلَاث غرَف نُوم و دَورَتَين	ثَلَاثْ غَرَفْ نُومْ وْ دُورَتِينْ
غرفِتِين نُوم و دَورَة	غَرَفْتِينْ نُومْ وْ دُوْرَة
صُوتِك مُب	صوتِكْ مِبْ
مَا	مَا
مَا أَسمَع	مَا اِسْمَعْ
أَبَتكَلَّم مَع	اَبْتْكَلِمْ مَعْ
أَبَتكَلَّم مَع وَاحِد	اَبْتَكَلَّم مَعْ وَاحِد
عَدِّل	عَدَلْ
يَالِيت	يَالِيتْ
أَدَوِّر	اَدورْ
أنَا أدوّر	اَنَا اَدورْ
تَكفَى تدَوِّر مِعِي فُندِق	تَكْفَى تَدورْ مَعِي فِنْدَقْ
يَالِيت تعِيد لِي أللِّي قِلتَ	يَالِيتْ تَعِيدْ لِي الْلِي قُلْتْ
مَاتَفهَم عَلَي	مَاتْفْهُم عَلِي
مَا فَهَمت وِش	مَا فَهَمْتْ وَشْ
مَا فَهَمتِينِي	مَا فَهَمْتِينِي
مَا فَهَمت	مَا فَهَمْتْ
فَهَمتِي وِش أَقُول	فَهَمْتِي وَشْ اَقولْ
مَا فَهَمتِي وِش	مَا فَهَمْتِي وَشْ
مَا فَهَمتِينِي	مَا فَهَمْتِينِي
ثَلَاث	ثَلَاثْ
دَورَة	دورَةْ
أَبِي مِغسِلَة	اَبِي مَغْسَلَّة
تَحويلَة	تَحْوِيلَة
خِدَمَة تَنظِيف	خَدْمَة تَنْظِيف
مَسئُول تَنظِيف	مَسِيولْ تَنْظِيف
الغرفِه يَبِي لَه	الْغَرْفه يِبِي لَهْ
تَحوِيلَة نَظَافَة	تَحَوِيلَة نِظَافَة
كَم	كمْ
عَطنَا تَحوِيلَة	عَطْنَا تَحَوِيلَة
عَطنَا تَحوِيلَة خِدمَة	عَطْنَا تَحَوِيلَة خِدْمَة
مِين المَسؤُول	مِينْ الْمَسوول
مِنَ المَسئُول	مِنْ الْمَسْيول
خِدمَة	خَدْمَة
مِغسَلَة	مَغْسَلَة
السُّوبَر	السُوبِر
دَورَةَ	دورَةْ
خِدمَةَ	خَدْمَة
فِيه	فِيهْ
فِيه حَمَّامُ	فِيهْ حَمَامْ
أَبِي حَمَّامَ	اِبِي حَمَامْ
فِيه مَسبَح بَالفُندُق	فِيهْ مَسْبَحْ بِالْفَنْدِقْ
لَو سَمَحت وِين المَسبَح	لَو سَمَحْتْ وَيْنْ الْمَسْبَحْ
ودي	وَدِي
وِين المَسبَح	وَيْنْ الْمَسْبَحْ
فيِه مَسبَح أَطفَال	فِيهْ مَسْبَحْ اَطْفَال
مَسَابِح	مَسَابِحْ
وِش المطَاعِم أللِّي بَالفُندُق	وَشْ الْمَطَاعِم الْلِي بِالْفْنْدَقْ
فِيه مَطعَم بَحرِي	فِيهْ مَطْعَمْ بِحَري
مَطَاعِم	مَطَاعِمْ
مَطَاعِم أَكلَهَا	مَطَاعِم اِكْلْهَا
كِلَّ الَأَكِل حَلَال	كُلْ الْاَكْل حَلَال
فِيِه سُوق بَالفُندُق	فِيهْ سوْقْ بِالْفْنْدِقْ
وِش أَقرَب سُوق	وَشْ اِقْرَب سوْقْ
أَسوَاق قِرِيبِة مِن	اَسْوَاق قَرِيبَة مِنْ
وِش أَقرَب سُوق مِن الفُندُق	وَشْ اِقْرَب سُوْقْ مِنْ الْفِنْدَقْ
وِش أَقرَب المَطَاعِم لَلفُندُق	وَش اَقْرَبْ الْمَطَاعِمْ لِلْفِنْدِقْ
فِيِه صَرَّافِة	فِيهْ صَرَافَة
أَبِي	اَبِي
فِيه مَسَاج	فِيهْ مَسَاج
مَسَاج	مَسَاجْ
أَبِي	اَبِي
حَدِيقِه	حَدِيْقُه
بكَم اللِّيلِة	بِكُمْ اللِيلَة
كَم السِّعِر كَامِل	كمْ السَّعْر كَامِل
كِلَّ	كَلْ
عَطنِي الفَاتُورَة لَو	عَطْنِي الْفَاتُورَة لوْ
أقدر أَدفَع كَاش	اَقْدِرْ اِدْفَعْ كَاشْ
أَبَدفَع	اَبْدَفَعَ
تَقبِلُون شِيكَات	تَقْبْلُونْ شِيكَات
مُمكِن أَدفَع شِيك	مُمْكِنْ اِدْفَعْ شِيكْ
شِيك	شِيكْ
أَبَسَدِّد ببِطَاقِةَ	اَبْسَدِد بِبْطَاقَة
أبحَاسِب	اَبْحَاسِبْ
تَشمَل كِل المِصَارِيف	تِشْمَلْ كُلْ الْمَصَارِيف
أَظَفت قِيمَة الوَجَبَات	اَظْفْتْ قِيمَة الوَجِبَاتْ
أَبِي فَاتُورِة	اِبِي فَاتُورَة
فَوَاتِيرَ	فَوَاتِيرْ
عَطنِي الإِيصَال لَو	عَطْنِي الْاَيْصَال لو
لَو سَمَحت عَطنِي الفَوَاتِير	لو سَمْحْتْ عَطْنِي الْفَوَاتِير
عَطنِي	عَطْنِي
مَاستَر	مَاسْتَرْ
فِيزَا	فِيزَا
مَاستَر	مَاسْتَرْ
أَمرِيكَان	اِمْرِيكَان
فِيزَا	فِيزَا
جَدوَل	جَدولْ
مُمكِن أعرِف مَوَاعِيد رِحلَات المغَادَرَة	مُمْكِنْ اَعْرِفْ مَوَاعِيْدْ رَحَلَاتْ الْمَغَادَرَة
أبَسَافِر من الرّياظ	اَبْسافِر مِنْ الرِيَاظ
أَبَسَافر	اَبسافِر
أَبَسَافِر	اَبَسافِر
مِتَى تُوصَل	مَتى تُوْصِلْ
